Date,ProductName,DeliveredAlwaysbest,DeliveredTop,DeliveredColMart,DemandAlwaysbest,DemandTop,DemandColMart
2018-10-05,Fressie Orange PET,0,0,0,0,0,0
2018-10-05,Fressie Orange/Mango PET,0,11520,0,0,11520,0
2018-10-05,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-08,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-08,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-08,Fressie Orange/C-power PET,0,0,5760,0,0,5760
2018-10-08,Fressie Orange PET,20160,0,0,20160,0,0
2018-10-08,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-08,Fressie Orange/Mango+C 1L,0,0,9600,0,0,9600
2018-10-09,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-09,Fressie Orange/Mango 1 liter,0,0,0,0,0,3600
2018-10-09,Fressie Orange/C-power PET,2880,5760,0,2880,5760,0
2018-10-09,Fressie Orange PET,0,14400,0,0,14400,0
2018-10-09,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-09,Fressie Orange/Mango+C 1L,27000,0,0,27000,0,0
2018-10-10,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-10,Fressie Orange/Mango 1 liter,0,0,0,1200,0,0
2018-10-10,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-10,Fressie Orange PET,0,0,0,0,0,0
2018-10-10,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-10,Fressie Orange/Mango+C 1L,0,0,15600,0,0,15600
2018-10-11,Fressie Orange 1 liter,0,0,17400,0,0,17400
2018-10-11,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-11,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-11,Fressie Orange PET,0,23040,0,0,23040,0
2018-10-11,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2018-10-11,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-12,Fressie Orange 1 liter,57600,0,23400,57600,0,23400
2018-10-12,Fressie Orange/Mango 1 liter,0,0,0,0,0,2400
2018-10-12,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-12,Fressie Orange PET,0,25920,0,0,25920,0
2018-10-12,Fressie Orange/Mango PET,2880,0,0,2880,0,0
2018-10-12,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-15,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-15,Fressie Orange/Mango 1 liter,0,0,0,1200,0,0
2018-10-15,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-15,Fressie Orange PET,0,0,60480,0,0,60480
2018-10-15,Fressie Orange/Mango PET,0,11520,0,0,11520,0
2018-10-15,Fressie Orange/Mango+C 1L,6000,0,0,6000,0,0
2018-10-16,Fressie Orange 1 liter,43200,0,0,43200,0,0
2018-10-16,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-16,Fressie Orange/C-power PET,2880,5760,2880,2880,5760,2880
2018-10-16,Fressie Orange PET,0,34560,0,0,34560,0
2018-10-16,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-16,Fressie Orange/Mango+C 1L,0,0,6600,0,0,6600
2018-10-17,Fressie Orange 1 liter,0,0,39000,0,0,39000
2018-10-17,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-17,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-17,Fressie Orange PET,0,14400,0,0,14400,0
2018-10-17,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-17,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-18,Fressie Orange 1 liter,44400,0,0,44400,0,0
2018-10-18,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-18,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-18,Fressie Orange PET,0,0,0,0,0,0
2018-10-18,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-18,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-19,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-19,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-19,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-19,Fressie Orange PET,0,23040,0,0,23040,0
2018-10-19,Fressie Orange/Mango PET,0,17280,0,0,17280,0
2018-10-19,Fressie Orange/Mango+C 1L,7200,0,0,7200,0,0
2018-10-22,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-22,Fressie Orange/Mango 1 liter,0,0,0,1200,0,2400
2018-10-22,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-22,Fressie Orange PET,0,0,0,0,0,0
2018-10-22,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2018-10-22,Fressie Orange/Mango+C 1L,0,0,12600,0,0,12600
2018-10-23,Fressie Orange 1 liter,0,0,54600,0,0,54600
2018-10-23,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-23,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-23,Fressie Orange PET,25920,57600,0,25920,57600,0
2018-10-23,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-23,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-24,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-24,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-24,Fressie Orange/C-power PET,2880,0,2880,2880,0,2880
2018-10-24,Fressie Orange PET,0,0,0,0,0,0
2018-10-24,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-24,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-25,Fressie Orange 1 liter,40200,0,0,40200,0,0
2018-10-25,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-25,Fressie Orange/C-power PET,0,2880,0,0,2880,0
2018-10-25,Fressie Orange PET,0,0,92160,0,0,92160
2018-10-25,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-25,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-26,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-26,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-26,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-26,Fressie Orange PET,23040,0,0,23040,0,0
2018-10-26,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-26,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-29,Fressie Orange 1 liter,0,0,0,0,0,0
2018-10-29,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-29,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-29,Fressie Orange PET,0,37440,0,0,37440,0
2018-10-29,Fressie Orange/Mango PET,8640,0,0,8640,0,0
2018-10-29,Fressie Orange/Mango+C 1L,6600,0,0,6600,0,0
2018-10-30,Fressie Orange 1 liter,0,0,43800,0,0,43800
2018-10-30,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-30,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-30,Fressie Orange PET,0,43200,0,0,43200,0
2018-10-30,Fressie Orange/Mango PET,0,0,11520,0,0,11520
2018-10-30,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-10-31,Fressie Orange 1 liter,52200,0,0,52200,0,0
2018-10-31,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-10-31,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-10-31,Fressie Orange PET,0,43200,37440,0,43200,37440
2018-10-31,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-10-31,Fressie Orange/Mango+C 1L,0,0,13200,0,0,13200
2018-09-03,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-03,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-03,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-03,Fressie Orange PET,0,0,0,0,0,0
2018-09-03,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-03,Fressie Orange/Mango+C 1L,7800,0,19800,7800,0,19800
2018-09-04,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-04,Fressie Orange/Mango 1 liter,2400,0,0,2400,0,0
2018-09-04,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-04,Fressie Orange PET,0,0,0,0,0,0
2018-09-04,Fressie Orange/Mango PET,2880,0,0,2880,0,0
2018-09-04,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-05,Fressie Orange 1 liter,21000,0,45000,21000,0,45000
2018-09-05,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-05,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-05,Fressie Orange PET,0,109440,0,0,109440,0
2018-09-05,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-05,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-06,Fressie Orange 1 liter,0,0,54000,0,0,54000
2018-09-06,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-06,Fressie Orange/C-power PET,0,0,0,0,5760,0
2018-09-06,Fressie Orange PET,0,0,66240,0,0,66240
2018-09-06,Fressie Orange/Mango PET,0,11520,0,0,11520,0
2018-09-06,Fressie Orange/Mango+C 1L,9600,0,0,9600,0,0
2018-09-07,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-07,Fressie Orange/Mango 1 liter,0,0,4200,0,0,4200
2018-09-07,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-07,Fressie Orange PET,23040,0,0,23040,0,0
2018-09-07,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-07,Fressie Orange/Mango+C 1L,0,0,13200,0,0,13200
2018-09-10,Fressie Orange 1 liter,21000,0,0,21000,0,0
2018-09-10,Fressie Orange/Mango 1 liter,2400,0,0,2400,0,0
2018-09-10,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-10,Fressie Orange PET,0,0,46080,0,0,46080
2018-09-10,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-10,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-11,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-11,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-11,Fressie Orange/C-power PET,0,0,0,0,0,5760
2018-09-11,Fressie Orange PET,0,0,0,0,0,0
2018-09-11,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-11,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-12,Fressie Orange 1 liter,0,0,49800,0,0,49800
2018-09-12,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-12,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-12,Fressie Orange PET,0,25920,0,0,25920,0
2018-09-12,Fressie Orange/Mango PET,0,17280,11520,0,17280,11520
2018-09-12,Fressie Orange/Mango+C 1L,9600,0,0,9600,0,0
2018-09-13,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-13,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-13,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-13,Fressie Orange PET,0,0,0,0,0,0
2018-09-13,Fressie Orange/Mango PET,8640,0,0,8640,0,0
2018-09-13,Fressie Orange/Mango+C 1L,0,0,13800,0,0,13800
2018-09-14,Fressie Orange 1 liter,31200,0,0,31200,0,0
2018-09-14,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-14,Fressie Orange/C-power PET,2880,0,5760,2880,0,5760
2018-09-14,Fressie Orange PET,0,14400,0,0,14400,0
2018-09-14,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-14,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-17,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-17,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-17,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-17,Fressie Orange PET,0,0,0,0,0,0
2018-09-17,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-17,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-18,Fressie Orange 1 liter,0,0,35400,0,0,35400
2018-09-18,Fressie Orange/Mango 1 liter,0,0,5400,0,0,5400
2018-09-18,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-18,Fressie Orange PET,0,0,46080,0,0,46080
2018-09-18,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-18,Fressie Orange/Mango+C 1L,5400,0,0,5400,0,0
2018-09-19,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-19,Fressie Orange/Mango 1 liter,3000,0,0,3000,0,0
2018-09-19,Fressie Orange/C-power PET,0,2880,0,0,2880,0
2018-09-19,Fressie Orange PET,0,0,0,0,0,0
2018-09-19,Fressie Orange/Mango PET,2880,0,0,2880,0,0
2018-09-19,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-20,Fressie Orange 1 liter,51600,0,0,51600,0,0
2018-09-20,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-20,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-20,Fressie Orange PET,0,0,0,0,0,0
2018-09-20,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2018-09-20,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-21,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-21,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-21,Fressie Orange/C-power PET,0,0,2880,0,0,2880
2018-09-21,Fressie Orange PET,0,141120,0,0,141120,0
2018-09-21,Fressie Orange/Mango PET,5760,11520,0,5760,11520,0
2018-09-21,Fressie Orange/Mango+C 1L,0,0,12000,0,0,12000
2018-09-24,Fressie Orange 1 liter,39000,0,195000,39000,0,195000
2018-09-24,Fressie Orange/Mango 1 liter,3000,0,0,3000,0,0
2018-09-24,Fressie Orange/C-power PET,0,0,5760,0,0,5760
2018-09-24,Fressie Orange PET,28800,0,66240,28800,0,66240
2018-09-24,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-24,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-25,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-25,Fressie Orange/Mango 1 liter,0,0,6600,0,0,6600
2018-09-25,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-25,Fressie Orange PET,0,8640,0,0,8640,0
2018-09-25,Fressie Orange/Mango PET,0,0,14400,0,0,14400
2018-09-25,Fressie Orange/Mango+C 1L,7200,0,0,7200,0,0
2018-09-26,Fressie Orange 1 liter,0,0,2437,0,0,45000
2018-09-26,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-26,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-26,Fressie Orange PET,0,0,57600,0,0,57600
2018-09-26,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2018-09-26,Fressie Orange/Mango+C 1L,0,0,18000,0,0,18000
2018-09-27,Fressie Orange 1 liter,0,0,0,0,0,0
2018-09-27,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-27,Fressie Orange/C-power PET,0,0,0,0,0,0
2018-09-27,Fressie Orange PET,34560,14400,0,34560,14400,0
2018-09-27,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-27,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2018-09-28,Fressie Orange 1 liter,0,0,0,43200,0,40800
2018-09-28,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2018-09-28,Fressie Orange/C-power PET,2880,5760,0,2880,5760,0
2018-09-28,Fressie Orange PET,0,0,0,0,0,0
2018-09-28,Fressie Orange/Mango PET,0,0,0,0,0,0
2018-09-28,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-01,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-01,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-01,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2019-04-01,Fressie Orange PET,0,0,0,0,0,0
2019-04-01,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2019-04-01,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-02,Fressie Orange 1 liter,46200,0,0,46200,0,0
2019-04-02,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-02,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-02,Fressie Orange PET,0,28800,60480,0,28800,60480
2019-04-02,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-02,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-03,Fressie Orange 1 liter,0,0,38400,0,0,38400
2019-04-03,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-03,Fressie Orange/C-power PET,0,2880,5760,0,2880,5760
2019-04-03,Fressie Orange PET,0,34560,31680,0,34560,31680
2019-04-03,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-03,Fressie Orange/Mango+C 1L,13800,0,16200,13800,0,16200
2019-04-04,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-04,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-04,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-04,Fressie Orange PET,0,0,0,0,0,0
2019-04-04,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-04,Fressie Orange/Mango+C 1L,16200,0,0,16200,0,0
2019-04-05,Fressie Orange 1 liter,118200,0,0,118200,0,0
2019-04-05,Fressie Orange/Mango 1 liter,3000,0,0,3000,0,0
2019-04-05,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-05,Fressie Orange PET,0,0,0,0,0,0
2019-04-05,Fressie Orange/Mango PET,5760,0,0,5760,0,0
2019-04-05,Fressie Orange/Mango+C 1L,9600,0,0,9600,0,0
2019-04-08,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-08,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-08,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-08,Fressie Orange PET,0,0,0,0,0,0
2019-04-08,Fressie Orange/Mango PET,0,0,8640,0,0,8640
2019-04-08,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-09,Fressie Orange 1 liter,0,0,56400,0,0,56400
2019-04-09,Fressie Orange/Mango 1 liter,0,0,5400,0,0,5400
2019-04-09,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-09,Fressie Orange PET,37440,46080,20160,37440,46080,20160
2019-04-09,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-09,Fressie Orange/Mango+C 1L,0,0,9600,0,0,9600
2019-04-10,Fressie Orange 1 liter,22200,0,0,22200,0,0
2019-04-10,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-10,Fressie Orange/C-power PET,0,0,2880,0,0,2880
2019-04-10,Fressie Orange PET,0,0,0,0,0,0
2019-04-10,Fressie Orange/Mango PET,0,8640,0,0,8640,0
2019-04-10,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-11,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-11,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-11,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2019-04-11,Fressie Orange PET,0,43200,0,0,43200,0
2019-04-11,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-11,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-12,Fressie Orange 1 liter,0,0,33600,0,0,33600
2019-04-12,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-12,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-12,Fressie Orange PET,0,0,0,0,0,0
2019-04-12,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-12,Fressie Orange/Mango+C 1L,7800,0,0,7800,0,0
2019-04-15,Fressie Orange 1 liter,18600,0,0,18600,0,0
2019-04-15,Fressie Orange/Mango 1 liter,0,0,4800,0,0,4800
2019-04-15,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-15,Fressie Orange PET,0,40320,0,0,40320,0
2019-04-15,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-15,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-16,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-16,Fressie Orange/Mango 1 liter,2400,0,0,2400,0,0
2019-04-16,Fressie Orange/C-power PET,0,0,5760,0,0,5760
2019-04-16,Fressie Orange PET,0,28800,57600,0,28800,57600
2019-04-16,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-16,Fressie Orange/Mango+C 1L,7200,0,0,7200,0,0
2019-04-17,Fressie Orange 1 liter,0,0,37200,0,0,37200
2019-04-17,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-17,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-17,Fressie Orange PET,0,0,0,0,0,0
2019-04-17,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-17,Fressie Orange/Mango+C 1L,0,0,21000,0,0,21000
2019-04-18,Fressie Orange 1 liter,18000,0,0,18000,0,0
2019-04-18,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-18,Fressie Orange/C-power PET,0,2880,0,0,2880,0
2019-04-18,Fressie Orange PET,0,43200,0,0,43200,0
2019-04-18,Fressie Orange/Mango PET,0,0,17280,0,0,17280
2019-04-18,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-19,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-19,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-19,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-19,Fressie Orange PET,0,0,0,0,0,0
2019-04-19,Fressie Orange/Mango PET,0,14400,0,0,14400,0
2019-04-19,Fressie Orange/Mango+C 1L,6600,0,0,6600,0,0
2019-04-22,Fressie Orange 1 liter,0,0,52200,0,0,52200
2019-04-22,Fressie Orange/Mango 1 liter,3600,0,0,3600,0,0
2019-04-22,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-22,Fressie Orange PET,0,46080,51840,0,46080,51840
2019-04-22,Fressie Orange/Mango PET,14400,0,0,14400,0,0
2019-04-22,Fressie Orange/Mango+C 1L,0,0,19200,0,0,19200
2019-04-23,Fressie Orange 1 liter,23400,0,0,23400,0,0
2019-04-23,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-23,Fressie Orange/C-power PET,0,0,2880,0,0,2880
2019-04-23,Fressie Orange PET,0,0,0,0,0,0
2019-04-23,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-23,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-24,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-24,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-24,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-24,Fressie Orange PET,37440,0,0,37440,0,0
2019-04-24,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-24,Fressie Orange/Mango+C 1L,7800,0,0,7800,0,0
2019-04-25,Fressie Orange 1 liter,0,0,0,0,0,0
2019-04-25,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-25,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-25,Fressie Orange PET,0,0,0,0,0,0
2019-04-25,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-25,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-26,Fressie Orange 1 liter,0,0,50400,0,0,50400
2019-04-26,Fressie Orange/Mango 1 liter,0,0,5400,0,0,5400
2019-04-26,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-26,Fressie Orange PET,0,0,46080,0,0,46080
2019-04-26,Fressie Orange/Mango PET,2880,8640,11520,2880,8640,11520
2019-04-26,Fressie Orange/Mango+C 1L,6600,0,0,6600,0,0
2019-04-29,Fressie Orange 1 liter,25800,0,0,25800,0,0
2019-04-29,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-29,Fressie Orange/C-power PET,2880,0,0,2880,0,0
2019-04-29,Fressie Orange PET,0,100800,0,0,100800,0
2019-04-29,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-29,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-04-30,Fressie Orange 1 liter,0,0,51600,0,0,51600
2019-04-30,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-04-30,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-04-30,Fressie Orange PET,0,0,0,0,0,0
2019-04-30,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-04-30,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-08-01,Fressie Orange 1 liter,0,0,81600,0,0,81600
2019-08-01,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-08-01,Fressie Orange/C-power PET,0,0,5760,0,0,5760
2019-08-01,Fressie Orange PET,0,25920,0,0,25920,0
2019-08-01,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-08-01,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-08-02,Fressie Orange 1 liter,28200,0,0,28200,0,0
2019-08-02,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-08-02,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-08-02,Fressie Orange PET,2086,0,0,31680,0,0
2019-08-02,Fressie Orange/Mango PET,2880,0,0,2880,0,0
2019-08-02,Fressie Orange/Mango+C 1L,0,0,10800,0,0,10800
2019-08-05,Fressie Orange 1 liter,0,0,0,0,0,0
2019-08-05,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-08-05,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-08-05,Fressie Orange PET,0,0,0,0,17280,0
2019-08-05,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-08-05,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-08-06,Fressie Orange 1 liter,0,0,49800,0,0,49800
2019-08-06,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-08-06,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-08-06,Fressie Orange PET,0,0,0,34560,0,0
2019-08-06,Fressie Orange/Mango PET,0,17280,11520,0,17280,11520
2019-08-06,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-08-07,Fressie Orange 1 liter,16800,0,0,16800,0,0
2019-08-07,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-08-07,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-08-07,Fressie Orange PET,0,0,0,0,0,0
2019-08-07,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-08-07,Fressie Orange/Mango+C 1L,7200,0,0,7200,0,0
2019-08-08,Fressie Orange 1 liter,0,0,33000,0,0,33000
2019-08-08,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-08-08,Fressie Orange/C-power PET,0,0,0,0,0,0
2019-08-08,Fressie Orange PET,0,0,0,0,57600,43200
2019-08-08,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-08-08,Fressie Orange/Mango+C 1L,0,0,0,0,0,0
2019-08-09,Fressie Orange 1 liter,29400,0,0,29400,0,0
2019-08-09,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
2019-08-09,Fressie Orange/C-power PET,0,0,2880,0,0,2880
2019-08-09,Fressie Orange PET,0,0,0,0,0,0
2019-08-09,Fressie Orange/Mango PET,0,0,0,0,0,0
2019-08-09,Fressie Orange/Mango+C 1L,0,0,5799,0,0,17400
2019-08-12,Fressie Orange 1 liter,0,0,0,0,0,0
2019-08-12,Fressie Orange/Mango 1 liter,0,0,0,0,0,0
